vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,selling_price
1,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,765000
5,Individual,Petrol,Manual,20.51,998,67.04,380000
4,Dealer,Diesel,Automatic,12.9,2755,174.5,2625000
8,Dealer,Diesel,Manual,15.1,2179,140.0,621000
2,Individual,Petrol,Manual,21.21,1197,81.8,600000
2,Individual,Petrol,Manual,17.0,1197,110.0,1130000
1,Individual,Petrol,Manual,21.21,1197,81.8,670000
4,Dealer,Diesel,Automatic,10.91,3198,197.0,2875000
6,Individual,Diesel,Manual,25.8,1498,98.6,350000
6,Individual,Diesel,Manual,26.59,1248,74.0,530000
4,Dealer,Diesel,Manual,16.55,2498,105.0,850000
5,Dealer,CNG,Manual,33.44,796,40.3,260000
8,Dealer,Petrol,Manual,20.92,998,67.1,230000
8,Dealer,Diesel,Manual,22.7,1498,89.84,475000
2,Individual,Petrol,Manual,17.0,1198,108.5,750000
2,Dealer,Diesel,Automatic,12.63,2179,147.5,4000000
8,Dealer,Diesel,Manual,17.2,1968,138.1,499000
4,Dealer,Petrol,Manual,18.7,1199,88.7,525000
7,Individual,Petrol,Manual,18.6,1197,81.83,535000
5,Dealer,Petrol,Manual,23.26,1197,88.5,485000
6,Dealer,Diesel,Manual,15.1,2179,140.0,745000
6,Dealer,Diesel,Manual,25.83,1498,99.0,475000
7,Individual,Diesel,Manual,24.0,1120,70.0,300000
5,Dealer,Diesel,Automatic,18.0,1969,190.0,3650000
5,Dealer,Petrol,Manual,24.7,796,47.3,299000
4,Dealer,Diesel,Manual,24.52,1248,88.5,695000
8,Individual,Petrol,Manual,18.5,1197,82.85,400000
1,Individual,Petrol,Manual,20.7,1197,81.86,650000
6,Individual,Diesel,Manual,24.0,1120,70.0,455000
13,Individual,Petrol,Manual,18.9,1061,67.0,150000
3,Individual,Petrol,Manual,17.8,1198,86.7,550000
6,Dealer,Diesel,Manual,22.54,1396,88.73,500000
8,Dealer,Diesel,Manual,22.32,1582,126.3,365000
2,Dealer,Petrol,Automatic,18.1,1199,88.7,775000
6,Individual,Petrol,Manual,18.9,1197,82.0,310000
2,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,995000
9,Individual,Petrol,Manual,19.81,1086,68.05,190000
5,Dealer,Diesel,Automatic,11.36,2755,171.5,1575000
2,Individual,Petrol,Manual,17.5,1199,88.7,906000
4,Individual,Diesel,Manual,23.0,1498,98.96,785000
10,Dealer,Petrol,Manual,20.92,998,67.1,235000
2,Dealer,Petrol,Automatic,17.99,1462,103.2,1200000
8,Individual,Diesel,Manual,15.96,2523,62.1,470000
10,Individual,Petrol,Manual,17.0,1497,118.0,400000
1,Dealer,Petrol,Automatic,16.8,1497,113.4,1490000
2,Dealer,Petrol,Manual,21.4,1197,83.1,535000
5,Dealer,Diesel,Manual,21.13,1498,108.6,590000
5,Individual,Petrol,Manual,25.17,799,53.3,235000
2,Dealer,Petrol,Manual,15.8,1591,121.3,1250000
6,Individual,Petrol,Manual,20.51,998,67.04,300000
2,Dealer,Diesel,Automatic,20.68,1995,190.0,3011000
1,Individual,Petrol,Manual,21.21,1197,81.8,615000
5,Individual,Petrol,Manual,25.17,799,53.3,250000
6,Dealer,Diesel,Manual,16.0,2179,140.0,925000
2,Dealer,Diesel,Manual,19.3,1248,73.9,725000
3,Individual,Petrol,Manual,23.01,999,67.0,350000
4,Individual,Petrol,Manual,20.51,998,67.04,360000
6,Individual,Diesel,Manual,25.1,1498,98.6,700000
3,Individual,Diesel,Automatic,15.1,2179,152.87,1300000
10,Dealer,Petrol,Manual,15.26,1598,103.5,285000
17,Individual,Petrol,Manual,18.9,998,67.1,62000
3,Individual,Petrol,Automatic,20.89,1197,81.8,550000
4,Dealer,Petrol,Manual,17.8,1198,86.7,527000
9,Individual,Diesel,Manual,15.96,2523,62.1,396000
7,Individual,Petrol,Manual,19.1,1197,85.8,384000
12,Individual,Petrol,Manual,20.36,1197,78.9,210000
6,Individual,Diesel,Manual,25.2,1248,74.0,500000
3,Individual,Petrol,Manual,22.7,799,53.64,210000
9,Dealer,Petrol,Manual,17.01,1591,121.3,425000
10,Individual,Diesel,Manual,13.6,2523,63.0,425000
3,Individual,Diesel,Automatic,28.4,1248,74.02,495000
5,Individual,Petrol,Manual,24.7,796,47.3,220000
10,Individual,Diesel,Manual,11.57,2179,138.1,218000
3,Individual,Diesel,Manual,15.96,2523,62.1,750000
4,Dealer,Petrol,Automatic,19.12,1373,91.1,715000
7,Dealer,Diesel,Automatic,17.68,1968,174.33,1800000
1,Individual,Petrol,Manual,22.05,796,47.3,350000
2,Individual,Petrol,Manual,25.17,799,53.3,300000
11,Individual,Petrol,Manual,20.92,998,67.1,168000
9,Individual,Diesel,Automatic,11.8,2993,241.6,2500000
9,Dealer,Diesel,Automatic,14.21,2143,203.0,1400000
9,Individual,Diesel,Manual,19.3,1248,73.9,350000
8,Individual,Diesel,Manual,22.32,1582,126.32,480000
2,Individual,Petrol,Automatic,24.04,999,67.0,400000
2,Dealer,Petrol,Manual,18.9,1197,81.86,495000
5,Individual,Petrol,Manual,18.15,1198,82.0,420000
3,Individual,Diesel,Manual,23.4,1248,74.0,531000
2,Individual,Petrol,Manual,17.0,1497,121.36,800000
6,Individual,Diesel,Manual,26.59,1248,74.0,550000
9,Dealer,Diesel,Manual,20.54,1598,103.6,465000
9,Dealer,Petrol,Manual,19.7,796,46.3,185000
10,Individual,Diesel,Manual,13.6,2523,63.0,340000
12,Dealer,Petrol,Manual,16.9,1497,100.0,340000
12,Dealer,Petrol,Manual,21.79,998,67.05,135000
3,Dealer,Diesel,Automatic,19.08,1582,126.2,1225000
6,Dealer,Petrol,Manual,18.0,1198,86.7,439000
5,Dealer,Petrol,Manual,18.7,1199,88.7,465000
6,Individual,Diesel,Manual,26.59,1248,74.0,530000
4,Individual,Petrol,Manual,21.21,1197,81.8,650000
4,Individual,Petrol,Manual,22.0,1197,81.8,525000
3,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,885000
14,Dealer,Petrol,Manual,21.79,998,67.05,120000
9,Individual,Diesel,Manual,12.99,2494,100.0,860000
5,Individual,Diesel,Manual,24.3,1248,88.5,810000
9,Individual,Diesel,Manual,19.3,1248,73.9,410000
12,Individual,Diesel,Manual,13.93,2179,138.1,175000
6,Dealer,Petrol,Manual,20.85,1197,83.14,400000
3,Dealer,Petrol,Manual,16.8,1497,116.3,875000
3,Individual,Diesel,Manual,13.68,2393,147.8,1350000
7,Individual,Diesel,Manual,25.2,1248,74.0,450000
6,Individual,Diesel,Manual,25.1,1498,98.6,700000
8,Dealer,Diesel,Automatic,12.07,2967,241.4,2650000
9,Individual,Petrol,Manual,17.5,1197,85.8,350000
3,Individual,Petrol,Manual,21.63,998,67.0,460000
10,Individual,Petrol,Manual,20.92,998,67.1,220000
4,Dealer,Diesel,Manual,19.67,1582,126.2,990000
5,Individual,Diesel,Manual,15.4,1997,120.0,950000
9,Individual,Diesel,Manual,15.96,2523,62.1,460000
9,Individual,CNG,Manual,15.1,1196,73.0,220000
3,Individual,Diesel,Manual,16.55,2498,105.0,900000
6,Dealer,Petrol,Automatic,16.93,1197,103.2,575000
6,Dealer,Diesel,Automatic,12.55,2982,168.5,1930000
8,Individual,Petrol,Manual,18.6,1197,85.8,475000
1,Dealer,Petrol,Manual,20.0,999,71.0,660000
10,Dealer,Diesel,Automatic,13.2,1995,170.0,575000
8,Dealer,Diesel,Manual,12.99,2494,100.0,625000
3,Dealer,Petrol,Automatic,13.0,1591,121.3,1250000
5,Dealer,Diesel,Manual,25.32,1198,77.0,425000
5,Individual,Petrol,Manual,19.44,1198,67.0,460000
3,Individual,Diesel,Automatic,18.25,1968,187.74,3000000
11,Individual,Petrol,Manual,16.47,1198,73.9,200000
8,Dealer,Petrol,Manual,20.92,998,67.1,211000
6,Individual,Diesel,Manual,20.77,1248,88.76,600000
7,Dealer,Diesel,Automatic,22.69,1995,190.0,1600000
10,Dealer,Petrol,Manual,20.92,998,67.1,220000
4,Individual,Diesel,Manual,15.4,1997,120.0,880000
9,Dealer,Petrol,Manual,19.81,1086,68.05,240000
4,Individual,Diesel,Manual,15.4,2523,75.0,800000
4,Dealer,Diesel,Manual,27.28,1047,69.0,435000
14,Dealer,Petrol,Manual,19.7,796,46.3,110000
7,Dealer,Diesel,Manual,20.45,1461,83.8,450000
9,Dealer,Petrol,Manual,20.92,998,67.1,250000
8,Individual,Diesel,Manual,23.4,1248,74.0,385000
8,Individual,Diesel,Manual,23.4,1248,74.0,400000
3,Individual,CNG,Manual,21.94,1196,61.7,480000
6,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,400000
4,Dealer,Diesel,Manual,26.32,1498,93.87,650000
8,Dealer,Diesel,Automatic,16.36,2179,187.7,2011000
4,Dealer,Diesel,Manual,23.0,1498,98.96,880000
4,Dealer,Petrol,Manual,22.5,999,67.0,295000
6,Individual,Diesel,Manual,16.55,2498,105.0,800000
12,Dealer,Petrol,Manual,19.81,1086,68.05,150000
3,Individual,Petrol,Automatic,18.1,1199,88.7,550000
7,Individual,Diesel,Manual,13.0,2982,168.5,2000000
8,Dealer,Diesel,Manual,25.8,1498,98.6,325000
7,Individual,Diesel,Manual,12.05,2179,120.0,555000
6,Dealer,Diesel,Manual,23.0,1498,98.96,570000
3,Individual,Petrol,Manual,23.01,999,67.0,306000
5,Dealer,Petrol,Automatic,23.1,998,67.04,415000
3,Dealer,Diesel,Automatic,12.9,2755,174.5,3200000
9,Dealer,Petrol,Manual,18.6,1197,85.8,300000
9,Dealer,Diesel,Manual,20.77,1248,88.76,430000
5,Individual,Petrol,Manual,23.95,998,67.05,315000
7,Dealer,Diesel,Manual,26.0,1498,98.6,549000
5,Dealer,Petrol,Manual,22.0,1197,81.8,475000
7,Individual,Diesel,Manual,26.0,1498,98.6,410000
5,Dealer,Petrol,Automatic,19.12,1373,91.1,795000
5,Individual,Diesel,Manual,22.54,1396,88.73,820000
9,Dealer,Diesel,Manual,14.0,2523,75.0,625000
3,Individual,Petrol,Manual,19.83,1198,67.0,370000
7,Individual,Diesel,Manual,25.2,1248,74.0,350000
4,Dealer,Petrol,Automatic,22.37,2487,214.56,4100000
2,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,535000
2,Dealer,Petrol,Automatic,18.15,998,118.35,1050000
5,Individual,Diesel,Manual,27.28,1047,69.0,400000
6,Dealer,CNG,Manual,15.1,1196,73.0,275000
16,Individual,Petrol,Manual,19.7,796,46.3,95000
4,Dealer,Petrol,Automatic,9.5,3604,280.0,4875000
8,Individual,Diesel,Manual,23.4,1248,74.0,400000
16,Individual,Petrol,Manual,19.7,796,46.3,121000
7,Individual,Petrol,Manual,19.1,1197,85.8,550000
3,Individual,Petrol,Manual,18.9,1197,81.86,510000
3,Individual,Petrol,Automatic,21.4,1197,83.1,800000
2,Individual,Petrol,Manual,21.21,1197,81.8,592000
2,Dealer,Petrol,Automatic,19.0,1199,88.76,785000
5,Individual,Petrol,Manual,20.73,1373,91.1,625000
7,Individual,Diesel,Manual,22.7,1498,89.84,470000
4,Individual,Diesel,Manual,28.4,1248,74.0,620000
7,Individual,Diesel,Manual,26.0,1498,98.6,570000
2,Dealer,Diesel,Automatic,11.36,2755,171.5,1811000
5,Individual,Petrol,Automatic,19.16,2487,214.5,2300000
3,Individual,Diesel,Manual,19.67,1582,126.2,1100000
6,Dealer,Petrol,Manual,15.8,1499,110.0,525000
9,Dealer,Petrol,Manual,16.7,1198,88.8,320000
5,Dealer,Diesel,Manual,27.3,1498,98.6,525000
6,Individual,Petrol,Manual,23.95,998,67.05,275000
8,Dealer,Diesel,Automatic,19.5,1582,126.24,590000
5,Dealer,Diesel,Manual,27.39,1248,74.0,510000
9,Dealer,Diesel,Manual,15.1,2179,140.0,585000
10,Individual,Petrol,Manual,17.92,1086,62.1,150000
7,Individual,Diesel,Manual,23.4,1248,74.0,400000
5,Dealer,Petrol,Manual,17.8,1497,117.3,700000
4,Individual,Petrol,Manual,18.6,1197,81.83,500000
9,Individual,Diesel,Manual,12.99,2494,100.0,1050000
5,Individual,Diesel,Manual,26.59,1248,74.0,568000
2,Individual,Petrol,Automatic,17.8,1496,105.5,1000000
3,Dealer,Diesel,Manual,16.36,2179,140.0,1275000
6,Individual,Petrol,Manual,18.6,1197,81.83,475000
10,Individual,Petrol,Manual,13.14,1798,157.8,350000
7,Dealer,Diesel,Manual,20.14,1498,88.8,395000
9,Dealer,Diesel,Automatic,19.62,1995,187.74,825000
4,Individual,Diesel,Manual,27.28,1047,69.0,450000
3,Dealer,Petrol,Manual,21.63,998,67.04,495000
8,Individual,Diesel,Manual,19.01,1461,108.45,500000
6,Individual,Diesel,Manual,15.4,2179,120.0,900000
8,Individual,Diesel,Manual,12.99,2494,100.6,700000
4,Dealer,Diesel,Manual,24.3,1248,88.5,710000
3,Individual,Petrol,Manual,23.84,1199,84.0,400000
4,Individual,Petrol,Manual,23.84,1199,84.0,470000
3,Dealer,Diesel,Manual,24.3,1248,88.5,795000
4,Individual,Petrol,Manual,17.4,1497,117.6,785000
10,Individual,Petrol,Manual,19.81,1086,68.05,250000
3,Individual,Petrol,Manual,22.5,999,67.0,270000
3,Individual,Diesel,Manual,22.27,1498,108.6,914000
8,Dealer,CNG,Manual,32.52,998,58.33,260000
6,Individual,Diesel,Manual,20.45,1461,83.8,550000
2,Dealer,Diesel,Automatic,11.36,2755,171.5,2225000
3,Individual,Petrol,Manual,21.21,1197,81.8,540000
5,Individual,Diesel,Manual,16.55,2498,105.0,620000
7,Dealer,Diesel,Automatic,16.55,1968,147.51,1550000
10,Dealer,Petrol,Manual,17.0,1497,118.0,350000
5,Individual,Petrol,Manual,23.95,998,67.05,300000
7,Individual,Diesel,Manual,25.1,1498,98.6,550000
2,Individual,Diesel,Manual,16.36,2179,140.0,1270000
2,Individual,Petrol,Manual,19.34,1462,103.0,740000
7,Dealer,Diesel,Automatic,11.3,2987,254.8,3450000
3,Individual,Petrol,Manual,23.84,1199,84.0,450000
4,Individual,Petrol,Automatic,15.74,1591,121.3,750000
6,Individual,Diesel,Manual,25.2,1248,74.0,520000
8,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,345000
12,Individual,Petrol,Manual,19.81,1086,68.05,215000
11,Individual,Petrol,Manual,16.2,1599,103.2,370000
7,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,230000
2,Dealer,Petrol,Manual,17.4,1497,117.6,1075000
6,Individual,Diesel,Manual,15.96,2523,62.1,550000
3,Dealer,Diesel,Manual,24.4,1499,98.96,550000
4,Individual,Diesel,Manual,24.7,1047,69.0,600000
6,Dealer,Diesel,Manual,26.21,1248,88.5,525000
7,Individual,Petrol,Manual,20.51,998,67.04,350000
12,Dealer,Diesel,Manual,19.3,1248,73.9,255000
6,Dealer,Diesel,Manual,15.4,2179,120.0,890000
3,Individual,Diesel,Manual,16.0,2179,140.0,1500000
5,Individual,Diesel,Automatic,15.0,2143,204.0,3000000
8,Individual,Diesel,Manual,15.96,2523,62.1,500000
6,Dealer,Petrol,Manual,20.51,998,67.04,330000
4,Individual,Petrol,Automatic,14.84,1598,103.2,850000
6,Dealer,Petrol,Manual,15.6,1196,70.0,335000
3,Dealer,Petrol,Automatic,21.21,1197,81.8,610000
3,Individual,Petrol,Automatic,21.4,1197,83.1,834000
10,Individual,Diesel,Manual,20.0,1399,68.0,170000
3,Individual,Diesel,Manual,24.3,1248,88.5,900000
7,Individual,Diesel,Manual,26.0,1498,98.6,450000
2,Individual,Petrol,Automatic,18.69,1462,103.0,900000
10,Individual,Petrol,Manual,15.04,1598,103.6,360000
5,Dealer,Petrol,Manual,16.0,1198,90.0,530000
4,Individual,Diesel,Automatic,20.68,1995,188.0,2700000
6,Individual,Diesel,Manual,15.96,2523,62.1,551000
9,Dealer,Petrol,Automatic,11.74,1796,186.0,1050000
3,Individual,Diesel,Manual,19.67,1582,126.2,1000000
17,Individual,Petrol,Manual,19.7,796,46.3,80000
6,Individual,CNG,Manual,20.0,1196,63.0,250000
5,Dealer,Petrol,Manual,21.5,1197,81.8,390000
7,Individual,Diesel,Automatic,12.07,2967,241.4,2400000
13,Individual,Petrol,Manual,13.9,1599,103.2,130000
4,Individual,Diesel,Manual,26.59,1248,74.0,450000
8,Dealer,Diesel,Automatic,14.84,2143,167.62,1385000
4,Dealer,Diesel,Automatic,17.66,2993,355.37,6900000
5,Dealer,Petrol,Manual,18.6,1197,85.8,495000
4,Individual,Petrol,Manual,17.5,1199,88.7,800000
4,Individual,Petrol,Manual,23.01,999,67.0,260000
18,Individual,Petrol,Manual,19.7,796,46.3,65000
5,Individual,Petrol,Manual,18.9,1197,82.0,460000
7,Individual,Diesel,Manual,21.9,1396,88.76,450000
14,Dealer,Petrol,Manual,18.9,1061,67.0,105000
4,Dealer,Petrol,Automatic,12.0,2354,187.4,1775000
5,Dealer,Diesel,Manual,22.77,1498,98.59,525000
4,Individual,Petrol,Automatic,24.04,999,67.0,341000
5,Dealer,Petrol,Manual,15.29,1591,121.3,775000
10,Dealer,Diesel,Manual,11.5,2982,171.0,1099000
7,Individual,Diesel,Manual,25.8,1498,98.6,320000
4,Dealer,Petrol,Automatic,14.3,1598,103.6,599000
7,Individual,Diesel,Manual,15.4,2523,75.0,750000
4,Dealer,Diesel,Manual,25.2,1248,74.0,510000
2,Individual,Petrol,Manual,24.7,796,47.3,300000
2,Individual,Diesel,Manual,25.47,1248,88.5,1100000
7,Dealer,Petrol,Manual,17.5,1197,85.8,435000
10,Individual,Petrol,Manual,16.0,1198,90.0,320000
5,Individual,Petrol,Manual,23.95,998,67.05,350000
4,Dealer,Diesel,Automatic,16.1,1950,191.7,3750000
4,Dealer,Petrol,Automatic,10.1,2354,152.0,1490000
8,Individual,Diesel,Manual,23.4,1248,74.0,550000
6,Individual,Diesel,Manual,23.9,1582,126.2,525000
9,Individual,Diesel,Manual,22.32,1582,126.32,415000
6,Individual,Petrol,Manual,22.74,796,47.3,200000
4,Dealer,Petrol,Manual,16.02,1373,93.7,695000
13,Individual,Petrol,Manual,19.81,1086,68.05,160000
10,Dealer,Petrol,Manual,20.36,1197,78.9,235000
9,Individual,Petrol,Manual,18.9,998,67.1,300000
3,Individual,Petrol,Manual,17.19,1197,81.86,600000
3,Dealer,CNG,Manual,26.6,998,58.16,357000
5,Individual,Diesel,Manual,25.8,1498,98.6,320000
10,Individual,Diesel,Manual,20.0,1399,68.0,250000
4,Dealer,Petrol,Automatic,19.12,1373,91.1,770000
2,Individual,Petrol,Manual,17.0,1197,110.0,1140000
10,Individual,Diesel,Manual,17.8,1248,75.0,200000
4,Individual,Petrol,Manual,15.85,1499,110.4,700000
8,Individual,Diesel,Manual,23.4,1248,74.0,480000
4,Individual,Petrol,Manual,18.6,1197,81.83,600000
7,Dealer,Diesel,Manual,25.2,1248,74.0,410000
5,Individual,Diesel,Manual,26.0,1498,98.6,750000
6,Dealer,Petrol,Manual,21.4,1197,83.1,510000
2,Dealer,Petrol,Manual,17.5,1199,88.7,875000
4,Dealer,Petrol,Manual,21.4,1197,83.1,565000
7,Individual,Petrol,Manual,20.51,998,67.04,295000
4,Individual,Petrol,Manual,23.84,1199,84.0,380000
7,Individual,Diesel,Manual,14.0,2523,75.0,650000
10,Dealer,Diesel,Automatic,14.49,2993,258.0,1600000
8,Dealer,Diesel,Manual,22.32,1582,126.32,450000
2,Individual,Petrol,Manual,21.7,998,67.0,420000
7,Individual,Petrol,Automatic,23.1,998,67.04,360000
6,Individual,Petrol,Automatic,23.1,998,67.04,425000
9,Individual,Diesel,Manual,13.93,2179,138.03,250000
9,Individual,Diesel,Manual,22.07,1199,73.9,290000
2,Dealer,Petrol,Manual,18.6,1199,88.76,640000
16,Individual,Petrol,Manual,14.0,1061,64.0,80000
8,Individual,Diesel,Manual,15.1,2179,140.0,700000
5,Individual,Diesel,Manual,26.59,1248,74.0,550000
7,Individual,Diesel,Manual,23.4,1248,74.0,300000
4,Individual,Petrol,Manual,17.0,1591,121.3,900000
13,Individual,Petrol,Manual,16.1,1298,88.2,240000
4,Dealer,Petrol,Manual,18.6,1197,81.83,655000
6,Individual,Petrol,Manual,18.16,1196,86.8,290000
18,Individual,Petrol,Manual,19.7,796,46.3,80000
4,Individual,Petrol,Manual,18.9,1197,82.0,425000
7,Dealer,Petrol,Manual,19.1,1197,85.8,380000
2,Individual,Diesel,Manual,20.8,1493,113.4,1250000
4,Individual,Diesel,Manual,24.3,1248,88.5,884000
3,Individual,Diesel,Manual,16.5,1493,70.0,800000
8,Dealer,Petrol,Manual,16.9,1497,100.0,580000
2,Dealer,Petrol,Manual,20.52,1197,81.8,500000
3,Dealer,Diesel,Automatic,22.48,1995,187.74,4750000
7,Individual,Petrol,Manual,18.9,1197,82.0,540000
6,Individual,Petrol,Manual,20.62,1198,67.0,300000
2,Individual,Petrol,Manual,21.21,1197,81.8,640000
3,Dealer,Diesel,Automatic,24.3,1248,88.5,875000
4,Individual,Diesel,Manual,24.3,1248,88.5,750000
1,Individual,Petrol,Manual,23.84,1199,83.83,535000
12,Dealer,Petrol,Manual,17.0,1497,118.0,262000
5,Dealer,Diesel,Manual,28.09,1248,88.5,591000
8,Individual,Diesel,Manual,21.9,1396,88.76,350000
3,Individual,Petrol,Manual,17.5,1373,91.1,720000
3,Individual,Diesel,Manual,22.1,1396,88.7,1050000
10,Individual,Diesel,Automatic,15.2,1968,140.8,1000000
3,Individual,Diesel,Manual,27.28,1047,69.0,380000
2,Dealer,Diesel,Manual,24.3,1248,88.5,850000
5,Individual,Petrol,Manual,22.74,796,47.3,225000
10,Dealer,Petrol,Manual,12.3,1796,185.0,890000
4,Dealer,Diesel,Manual,28.4,1248,74.0,560000
15,Individual,Petrol,Manual,15.4,1590,94.0,120000
10,Dealer,Diesel,Automatic,11.4,2953,153.86,425000
2,Dealer,Petrol,Automatic,17.0,1198,108.5,875000
3,Individual,Petrol,Manual,18.16,1196,86.8,590000
9,Dealer,Petrol,Manual,16.8,1497,116.3,440000
12,Individual,LPG,Manual,17.3,1061,57.5,110000
6,Individual,Petrol,Manual,21.79,998,67.05,350000
1,Individual,Petrol,Automatic,20.7,1197,81.86,650000
4,Dealer,Diesel,Automatic,10.0,2148,170.0,3975000
12,Dealer,Petrol,Manual,17.0,1497,118.0,260000
6,Individual,Petrol,Manual,18.9,1197,82.0,405000
2,Dealer,Diesel,Manual,13.68,2393,147.8,1950000
5,Individual,Diesel,Automatic,16.0,1997,140.0,1180000
4,Individual,Diesel,Manual,15.4,2179,120.0,970000
13,Individual,Diesel,Manual,19.3,1248,73.9,165000
5,Dealer,Petrol,Manual,17.8,1497,117.3,650000
4,Dealer,Petrol,Automatic,14.62,1999,149.92,1245000
5,Dealer,Diesel,Manual,24.3,1248,88.5,680000
9,Individual,Diesel,Manual,22.9,1248,74.0,500000
9,Individual,Petrol,Manual,20.36,1197,78.9,200000
10,Dealer,Petrol,Manual,20.51,998,67.04,275000
1,Dealer,Diesel,Manual,23.7,1493,98.6,890000
8,Dealer,Diesel,Manual,22.32,1582,126.3,360000
2,Dealer,Petrol,Manual,18.6,1197,81.86,620000
6,Dealer,Petrol,Manual,18.9,1197,82.0,360000
2,Individual,Petrol,Manual,22.7,799,53.64,260000
4,Dealer,Petrol,Automatic,22.0,1197,81.8,650000
5,Dealer,Diesel,Manual,24.3,1248,88.5,681000
6,Individual,Petrol,Manual,15.37,1196,73.0,215000
3,Dealer,Diesel,Automatic,12.9,2755,174.5,3050000
11,Individual,Petrol,Manual,17.92,1086,62.1,225000
8,Dealer,Diesel,Manual,20.77,1248,88.8,400000
5,Trustmark Dealer,Petrol,Manual,17.0,1497,121.36,585000
5,Individual,Diesel,Manual,24.3,1248,88.5,525000
6,Dealer,Diesel,Manual,20.45,1461,83.8,440000
7,Individual,Diesel,Manual,26.0,1498,98.6,501000
14,Dealer,Petrol,Manual,21.79,998,67.05,85000
5,Individual,Diesel,Manual,15.4,2179,120.0,900000
4,Individual,Petrol,Manual,19.0,1197,85.8,325000
16,Individual,Petrol,Manual,19.7,796,46.3,90000
3,Individual,Petrol,Manual,18.9,1197,81.86,525000
2,Individual,Petrol,Manual,23.84,1199,84.0,600000
8,Dealer,Petrol,Manual,15.0,1598,103.5,425000
6,Dealer,Petrol,Manual,18.6,1197,81.83,526000
8,Dealer,Diesel,Manual,25.8,1498,98.6,324000
3,Dealer,Diesel,Automatic,12.9,2755,174.5,3040000
6,Dealer,Diesel,Manual,28.09,1248,88.5,565000
8,Individual,Diesel,Manual,22.32,1582,126.3,500000
6,Dealer,Petrol,Manual,23.26,1197,88.5,385000
4,Individual,Diesel,Manual,20.14,1498,88.0,700000
4,Dealer,Petrol,Automatic,13.0,1591,121.3,1095000
3,Individual,Petrol,Manual,22.0,1197,81.8,550000
11,Individual,Petrol,Manual,20.36,1197,78.9,300000
1,Dealer,Petrol,Manual,15.81,1451,141.0,1800000
9,Dealer,Petrol,Manual,16.47,1198,73.9,310000
5,Individual,Petrol,Manual,17.01,1591,121.3,780000
6,Dealer,Petrol,Manual,20.4,1197,83.11,450000
7,Individual,Diesel,Manual,20.45,1461,83.8,310000
10,Individual,Diesel,Manual,12.05,2179,120.0,556000
7,Individual,Diesel,Manual,15.1,2179,140.0,825000
7,Dealer,Diesel,Automatic,12.7,2179,187.7,2590000
10,Individual,Diesel,Manual,12.05,2179,120.0,465000
5,Dealer,Petrol,Manual,17.8,1198,86.7,551000
6,Individual,Diesel,Manual,22.54,1396,88.73,600000
2,Individual,Petrol,Manual,20.3,1086,68.0,410000
3,Dealer,Petrol,Manual,22.0,1197,81.8,575000
7,Individual,Diesel,Manual,16.55,2498,105.0,700000
4,Dealer,Petrol,Automatic,10.75,2694,163.7,1495000
5,Dealer,Diesel,Automatic,12.0,2987,224.0,4100000
4,Dealer,Diesel,Manual,15.4,1997,120.0,1150000
7,Dealer,Petrol,Manual,23.95,998,67.05,251000
6,Dealer,Petrol,Manual,18.9,1197,82.0,425000
2,Individual,Petrol,Manual,18.9,1197,81.86,600000
6,Dealer,Diesel,Manual,26.21,1248,88.5,681000
6,Dealer,Diesel,Manual,27.3,1498,98.6,500000
8,Dealer,Diesel,Manual,28.4,1248,74.0,340000
5,Dealer,Petrol,Automatic,13.0,1591,121.3,998000
7,Individual,Petrol,Manual,18.6,1197,81.83,500000
7,Dealer,Diesel,Manual,25.8,1498,98.6,445000
5,Dealer,Diesel,Manual,21.38,1396,88.7,1050000
